,Unnamed: 0,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Demand 300,Demand 550,Demand 850,Emissions 300,Emissions 550,Emissions 850,Count300,Count550,Count850,Temp 300,Temp 550,Temp 850,Industry,Company
784,91514,OSHKOSH,WINNEBAGO COUNTY,55139,CHP and/or Cogeneration Process,1007093,325193,325193,2015,WI,450,GP-boiler,OCS (Other combustion source),43.980233,-88.651815,Facility,POINT (-9868674.903699491 5462383.703943367),"Fox River Valley Ethanol, LLC",943.5374342,3022.609424021,3022.609424021,0.047500609,0.152167029,0.152167029,1,4,4,233.0,382.2613032321514,382.2613032321514,Ethyl Alcohol,"Fox River Valley Ethanol, LLC"
785,91515,Jefferson,JEFFERSON COUNTY,55055,CHP and/or Cogeneration Process,1004608,325193,325193,2015,WI,450,CP-All NG Units,OCS (Other combustion source),43.035135,-88.791556,Facility,POINT (-9884230.800662436 5317321.282194067),Valero Jefferson Plant,604.1045271,1938.946971087,1938.946971087,0.030412501,0.097609555,0.097609555,2,6,6,233.00000000000003,382.39078513467086,382.39078513467086,Ethyl Alcohol,VALERO CORP
786,91516,FAIRMONT,MARTIN COUNTY,27091,CHP and/or Cogeneration Process,1005526,325193,325193,2015,MN,450,GP-01,OCS (Other combustion source),43.664021,-94.492559,Facility,POINT (-10518863.55163336 5413595.022931875),Green Plains Fairmont LLC,979.0118186,3141.594571258,3141.594571258,0.0492865,0.158153141,0.158153141,1,4,4,233.0,382.3765177786357,382.3765177786357,Ethyl Alcohol,"GREEN PLAINS RENEWABLE ENERGY, INC"
787,91517,WOOD RIVER,HALL COUNTY,31079,CHP and/or Cogeneration Process,1002703,325193,325193,2015,NE,450,GP-01,OCS (Other combustion source),40.81576,-98.60968,Facility,POINT (-10977179.36488765 4985204.169889209),"Green Plains Wood River, LLC.",7.248039425,1859.006766506,1859.006766506,0.000364889,0.0935881839999999,0.0935881839999999,1,5,5,233.0,449.15394360926337,449.15394360926337,Ethyl Alcohol,"GREEN PLAINS RENEWABLE ENERGY, INC"
788,91519,SAUGET,SAINT CLAIR,17163,CHP and/or Cogeneration Process,1007764,325193,325193,2015,IL,450,GP-Natural Gas Units,OCS (Other combustion source),38.596226,-90.17614,Facility,POINT (-10038361.98650295 4663998.340709108),CENTER ETHANOL CO LLC,514.3490283,1647.3620200659998,1647.3620200659998,0.02589393,0.0829332919999999,0.0829332919999999,2,6,6,233.0,382.24698774066167,382.24698774066167,Ethyl Alcohol,CENTER ETHANOL CO LLC
789,91520,ALBERT LEA,FREEBORN COUNTY,27047,CHP and/or Cogeneration Process,1000857,325193,325193,2015,MN,450,GP-Agra Resources Group,OCS (Other combustion source),43.5768,-93.30098,Facility,POINT (-10386217.5841134 5400182.881486817),Agra Resources LLC dba POET BIOREFINING - GLENVILLE,314.57826549,1531.4972498359998,1531.4972498359998,0.015836849,0.077100332,0.077100332,4,15,15,233.0,405.4269629810698,405.4269629810698,Ethyl Alcohol,Agra Resources LLC
790,91521,HOPKINSVILLE,CHRISTIAN COUNTY,21047,CHP and/or Cogeneration Process,1005115,325193,325193,2015,KY,450,CP-,OCS (Other combustion source),36.80903,-87.41288,Facility,POINT (-9730757.290373527 4412521.355354171),COMMONWEALTH AGRI-ENERGY LLC,905.3773871,2909.597677195,2909.597677195,0.045579514,0.146470828,0.146470828,2,6,6,233.0,382.47626826877865,382.47626826877865,Ethyl Alcohol,HOPKINSVILLE ELEVATOR CO
791,91523,Hugoton,STEVENS,20189,CHP and/or Cogeneration Process,1011661,325193,325193,2015,KS,450,Biomass Boiler,S (Stoker Boiler),36.996156,-101.382671,Facility,POINT (-11285867.31098198 4438570.996766581),Abengoa Bioenergy Biomass of Kansas,304.3727471,1225.0667484,1225.0667484,0.015323071,0.061673671,0.061673671,1,4,4,233.0,396.0854796630769,396.0854796630769,Ethyl Alcohol,ABENGOA BIOENERGY
792,91524,Lima,ALLEN COUNTY,39003,CHP and/or Cogeneration Process,1010679,325193,325193,2015,OH,450,CP-001,OCS (Other combustion source),40.70662,-84.0778,Facility,POINT (-9359497.883018697 4969164.016026444),Guardian Lima,45.56526725,145.93200457,145.93200457,0.002293897,0.007346671,0.007346671,1,3,3,233.0,382.2447257379574,382.2447257379574,Ethyl Alcohol,"Guardian Lima, LLC"
793,91525,WINTHROP,SIBLEY,27143,CHP and/or Cogeneration Process,1003907,325193,325193,2015,MN,450,CP-1,OCS (Other combustion source),44.541944,-94.341667,Facility,POINT (-10502066.33102858 5549695.906975851),HEARTLAND CORN PRODUCTS,436.1451293,1396.8431842999998,1396.8431842999998,0.021956902,0.0703214309999999,0.0703214309999999,1,3,3,233.00000000000003,382.2447257345293,382.2447257345293,Ethyl Alcohol,HEARTLAND CORN PRODUCTS
794,91526,Groton,BROWN,46013,CHP and/or Cogeneration Process,1007063,325193,325193,2015,SD,450,CP-1,OCS (Other combustion source),45.453963,-98.137741,Facility,POINT (-10924643.35572217 5693274.051792131),James Valley Ethanol LLC dba POET Biorefining - Groton,785.1790591,2514.6950946,2514.6950946,0.039528356,0.126597573,0.126597573,1,3,3,233.00000000000003,382.2447257361028,382.2447257361028,Ethyl Alcohol,JAMES VALLEY ETHANOL
795,91527,ALBION,BOONE,31011,CHP and/or Cogeneration Process,1003150,325193,325193,2015,NE,450,GP-TOs/HRGSs,OCS (Other combustion source),41.6775,-97.982222,Facility,POINT (-10907331.05983349 5112792.259636573),"Valero Renewable Fuels Campany LLC, dba Valero Albion Plant",1065.889611,3413.727537,3413.727537,0.053660198,0.171857662,0.171857662,1,3,3,233.0,382.24472571988986,382.24472571988986,Ethyl Alcohol,Valero Energy Coporation
796,91528,Macon,MACON,29121,CHP and/or Cogeneration Process,1007809,325193,325193,2015,MO,450,GP-northeast missouri grain,OCS (Other combustion source),39.7481,-92.3851,Facility,POINT (-10284262.28888566 4829404.095333349),Northeast Missouri Grain LLC dba Poet Biorefining-Macon,317.3265642,1016.3026447,1016.3026447,0.015975206,0.051163836,0.051163836,1,3,3,233.00000000000003,382.2447257315496,382.2447257315496,Ethyl Alcohol,Northeast Missouri Grain LLC d.b.a. POET Biorefining- Macon
797,91529,MT. VERNON,POSEY COUNTY,18129,CHP and/or Cogeneration Process,1006490,325193,325193,2015,IN,450,CP-01 Natural Gas,OCS (Other combustion source),37.933569,-87.873408,Facility,POINT (-9782023.032829572 4570045.58637902),"Valero Renewable Fuels Company, LLC d/b/a Valero Mt. Vernon Plant",304.8643799,976.3899736,976.3899736,0.015347821,0.049154508,0.049154508,1,3,3,233.0,382.2447257478679,382.2447257478679,Ethyl Alcohol,VALERO CORP
798,91530,Levelland,HOCKLEY,48219,CHP and/or Cogeneration Process,1010607,325193,325193,2015,TX,450,GP-Energy Center,OCS (Other combustion source),33.588611,-102.262778,Facility,POINT (-11383840.37406558 3973695.395824159),"Diamond Ethanol, LLC",522.0532463,1671.9813428999998,1671.9813428999998,0.026281784,0.084172741,0.084172741,1,3,3,233.0,382.2447257392181,382.2447257392181,Ethyl Alcohol,CONESTOGA ENERGY PARTNERS LLC
799,91531,BINGHAM LAKE,COTTONWOOD COUNTY,27033,CHP and/or Cogeneration Process,1007830,325193,325193,2015,MN,450,CP-Main Gas Feed Pipe,OCS (Other combustion source),43.897083,-95.045278,Facility,POINT (-10580391.94926513 5449529.3292999),ETHANOL 2000 LLP dba Poet Biorefining-Bingham Lake,512.1668165,1640.3180475,1640.3180475,0.025784071,0.082578713,0.082578713,1,3,3,233.0,382.2447257409085,382.2447257409085,Ethyl Alcohol,ETHANOL2000 LLP dba Poet Biorefining Binghal Lake
800,91532,GARDEN CITY,FINNEY,20055,CHP and/or Cogeneration Process,1004091,325193,325193,2015,KS,450,GP-Energy Center,OCS (Other combustion source),37.958639,-100.836,Facility,POINT (-11225012.17363053 4573584.53732995),"BONANZA BIOENERGY, LLC",290.3836646,930.0125475,930.0125475,0.014618817,0.0468197249999999,0.0468197249999999,1,3,3,233.0,382.2447257431223,382.2447257431223,Ethyl Alcohol,CONESTOGA ENERGY PARTNERS LLC
801,91533,HERON LAKE,COTTONWOOD COUNTY,27033,CHP and/or Cogeneration Process,1005929,325193,325193,2015,MN,450,GP-010,OCS (Other combustion source),43.862199,-95.300983,Facility,POINT (-10608856.89965842 5444141.866750595),HERON LAKE BIOENERGY LLC,464.5777,1487.9042555,1487.9042555,0.023388286,0.074905728,0.074905728,1,3,3,233.0,382.24472574270425,382.24472574270425,Ethyl Alcohol,"HERON LAKE BIOENERGY, LLC"
802,91534,NORTH MANCHESTER,WABASH,18169,CHP and/or Cogeneration Process,1007525,325193,325193,2015,IN,450,CP-Entire Facility,OCS (Other combustion source),40.941948,-85.807883,Facility,POINT (-9552089.841608796 5003782.774246885),"North Manchester Ethanol, LLC d/b/a POET Biorefining",972.7458631,3115.4158044999995,3115.4158044999995,0.048971052,0.156839721,0.156839721,1,3,3,233.0,382.2447257320191,382.2447257320191,Ethyl Alcohol,North Manchester Ethanol d/b/a POET Biorefining
803,91535,Aurora,HAMILTON COUNTY,31081,CHP and/or Cogeneration Process,1010658,325193,325193,2015,NE,450,"GP-Boilers,Dryers, RTOs Flare",OCS (Other combustion source),40.870035,-98.045509,Facility,POINT (-10914376.13644732 4993190.714496669),Aventine Renewable Energy - Aurora West LLC,642.427664,2057.5048158,2057.5048158,0.032341807,0.103581192,0.103581192,1,3,3,233.0,382.2447257389306,382.2447257389306,Ethyl Alcohol,Aventine Renewable Energy - Aurora West LLC
804,91536,PRESTON,FILLMORE,27045,CHP and/or Cogeneration Process,1004230,325193,325193,2015,MN,450,CP-01,OCS (Other combustion source),43.6861,-92.0917,Facility,POINT (-10251601.15028691 5416993.242889462),PRO CORN L L C,222.7723267,713.4735328,713.4735328,0.011215052,0.035918477,0.035918477,1,3,3,233.0,382.2447257374983,382.2447257374983,Ethyl Alcohol,"PRO-CORN, LLC"
805,91537,WINNEBAGO,FARIBAULT,27043,CHP and/or Cogeneration Process,1002950,325193,325193,2015,MN,450,GP-001,OCS (Other combustion source),43.763198,-94.151226,Facility,POINT (-10480866.53588242 5428869.36010793),CORN PLUS,265.8138391,851.3227009999999,851.3227009999999,0.013381895,0.0428582329999999,0.0428582329999999,1,3,3,233.0,382.2447257462479,382.2447257462479,Ethyl Alcohol,CORN PLUS ETHANOL
806,91538,RICHARDTON,STARK,38089,CHP and/or Cogeneration Process,1001157,325193,325193,2015,ND,450,CP-1,OCS (Other combustion source),46.878642,-102.296038,Facility,POINT (-11387542.86032936 5922287.805777891),"RED TRAIL ENERGY, LLC",397.9088554,1274.3837666,1274.3837666,0.020031969,0.064156442,0.064156442,1,3,3,233.0,382.2447257373908,382.2447257373908,Ethyl Alcohol,RED TRAIL ENERGY LLC
807,91539,YORK,FILLMORE COUNTY,31059,CHP and/or Cogeneration Process,1006694,325193,325193,2015,NE,450,GP-1,OCS (Other combustion source),40.9,-97.543889,Facility,POINT (-10858536.0534756 4997602.857167657),"ABENGOA BIOENERGY COMPANY, LLC",283.1149435,906.7329948,906.7329948,0.014252887,0.0456477599999999,0.0456477599999999,1,3,3,233.0,382.2447257441525,382.2447257441525,Ethyl Alcohol,ABENGOA BIOENERGY
808,91540,BIG STONE CITY,GRANT COUNTY,46051,CHP and/or Cogeneration Process,1004713,325193,325193,2015,SD,450,CP-POET BIG Facility,OCS (Other combustion source),45.301333,-96.511361,Facility,POINT (-10743595.5622858 5669085.605201274),NORTHERN LIGHTS ETHANOL d.b.a POET Biorefining Big Stone,342.8057923,1097.9050374,1097.9050374,0.01725791,0.055271955,0.055271955,1,3,3,233.0,382.2447257321418,382.2447257321418,Ethyl Alcohol,POET LLC
809,91541,GALVA,IDA COUNTY,19093,CHP and/or Cogeneration Process,1005960,325193,325193,2015,IA,450,CP-1,OCS (Other combustion source),42.47684,-95.41516,Facility,POINT (-10621567.02515873 5232677.566156129),QUAD CNTY CORN PROCESSORS,1125.438642,3604.445381,3604.445381,0.056658082,0.1814589919999999,0.1814589919999999,1,3,3,233.0,382.2447257485575,382.2447257485575,Ethyl Alcohol,QUAD COUNTY CORN PROCESSORS
810,91542,SUPERIOR,EMMET,19063,CHP and/or Cogeneration Process,1004331,325193,325193,2015,IA,450,GP-01,OCS (Other combustion source),43.431367,-94.95422,Facility,POINT (-10570255.41907247 5377862.497154035),GREEN PLAINS SUPERIOR LLC,278.7706108,892.8193885000001,892.8193885000001,0.01403418,0.0449473049999999,0.0449473049999999,1,3,3,233.0,382.244725727526,382.244725727526,Ethyl Alcohol,"GREEN PLAINS RENEWABLE ENERGY, INC"
811,91547,HASTINGS,ADAMS COUNTY,31001,CHP and/or Cogeneration Process,1002067,325193,325193,2015,NE,450,GP-Hastings Facility Natural Gas Use,OCS (Other combustion source),40.58971,-98.33963,Facility,POINT (-10947117.53639893 4952011.049063392),AGP SOY/CORN PROCESSING,451.5742469,1446.2580611,1446.2580611,0.022733652,0.072809129,0.072809129,1,3,3,233.0,382.2447257422585,382.2447257422585,Ethyl Alcohol,AG PROCESSING INC
812,91552,ATCHISON,ATCHISON COUNTY,20005,CHP and/or Cogeneration Process,1002865,325193,325193,2015,KS,450,GP-01,OCS (Other combustion source),39.561,-95.1333,Facility,POINT (-10590190.51348373 4802351.574322625),"MGPI Processing, Inc.",311.3460157,997.148726,997.148726,0.015674127,0.050199569,0.050199569,1,3,3,233.0,382.2447257412432,382.2447257412432,Ethyl Alcohol,MGP INGREDIENTS INC
813,91683,SAINT JOSEPH,BUCHANAN,29021,CHP and/or Cogeneration Process,1001678,325193,325193,2015,MO,450,GP-RTO/Dryers/Boilers,OCS (Other combustion source),39.74025,-94.846817,Facility,POINT (-10558299.3718028 4828267.601336452),LIFELINE FOODS LLC,612.6673299,1962.1913133,1962.1913133,0.030843579,0.098782814,0.098782814,1,3,3,233.00000000000003,382.24472573741673,382.24472573741673,Ethyl Alcohol,Agra Marke Quality Grains Inc.
814,91684,MALTA BEND,SALINE,29195,CHP and/or Cogeneration Process,1007847,325193,325193,2015,MO,450,GP-TO,OCS (Other combustion source),39.196327,-93.382386,Facility,POINT (-10395279.65858092 4749832.874549238),MID-MISSOURI ENERGY LLC,1091.07575,3494.391253,3494.391253,0.054928147,0.175918524,0.175918524,1,3,3,233.0,382.24472573106,382.24472573106,Ethyl Alcohol,"MID-MISSOURI ENERGY, LLC"
815,91685,HENNEPIN,PUTNAM COUNTY,17155,CHP and/or Cogeneration Process,1005374,325193,325193,2015,IL,450,GP-Thermal Oxidizers,OCS (Other combustion source),41.27533,-89.33123,Facility,POINT (-9944307.035536805 5053037.992138358),MARQUIS ENERGY LLC,510.0377862,1633.4993964,1633.4993964,0.025676889,0.0822354409999999,0.0822354409999999,1,3,3,233.0,382.2447257407508,382.2447257407508,Ethyl Alcohol,"MARQUIS ENERGY, LLC"
816,91686,ALBION,CALHOUN COUNTY,26025,CHP and/or Cogeneration Process,1007933,325193,325193,2015,MI,450,GP-Albion Facility,OCS (Other combustion source),42.259646,-84.789726,Facility,POINT (-9438749.122821189 5199952.855748308),ANDERSONS ALBION ETHANOL LLC,281.4805006,901.49836,901.49836,0.014170604,0.045384232,0.045384232,1,3,3,233.0,382.2447257361622,382.2447257361622,Ethyl Alcohol,Marathon Renewable Fuels 
817,91687,GREENVILLE,DARKE COUNTY,39037,CHP and/or Cogeneration Process,1000035,325193,325193,2015,OH,450,GP-Greenville Facility,OCS (Other combustion source),40.081111,-84.591667,Facility,POINT (-9416701.295794165 4877736.119103769),ANDERSONS MARATHON ETHANOL LLC,1010.782411,3237.2355596,3237.2355596,0.050885931,0.162972508,0.162972508,1,3,3,233.0,382.2447257393583,382.2447257393583,Ethyl Alcohol,Marathon Renewable Fuels LLC
818,91688,GRAND JUNCTION,GREENE COUNTY,19073,CHP and/or Cogeneration Process,1003855,325193,325193,2015,IA,450,CP-Thermal Oxidizers,OCS (Other combustion source),42.0603,-94.23832,Facility,POINT (-10490561.79561357 5170016.375723211),LOUIS DREYFUS COMMODITIES GRAND JUNCTION LLC,451.1168865,1444.7932718,1444.7932718,0.022710627,0.072735386,0.072735386,1,3,3,233.0,382.24472574644506,382.24472574644506,Ethyl Alcohol,"Louis Dreyfus Commodities, LLC"
819,91689,Aberdeen,BROWN COUNTY,46013,CHP and/or Cogeneration Process,1002047,325193,325193,2015,SD,450,GP-1,OCS (Other combustion source),45.459762,-98.550068,Facility,POINT (-10970543.38740248 5694194.353094675),"ABE South Dakota, LLC - Aberdeen",607.66532,1946.1713627,1946.1713627,0.030591762,0.09797632,0.09797632,1,3,3,233.0,382.2447257383025,382.2447257383025,Ethyl Alcohol,ADVANCED BIOENERGY LLC
820,91690,LYONS,RICE,20159,CHP and/or Cogeneration Process,1002082,325193,325193,2015,KS,450,CP-Biogas,OCS (Other combustion source),38.28959,-98.19522,Facility,POINT (-10931041.88873347 4620416.328247848),KANSAS ETHANOL LLC,495.6941608,1587.5610284999998,1587.5610284999998,0.024954786,0.07992276,0.07992276,1,3,3,233.0,382.24472573805065,382.24472573805065,Ethyl Alcohol,"KANSAS ETHANOL, LLC"
821,91691,Clearfield,CLEARFIELD COUNTY,42033,CHP and/or Cogeneration Process,1003637,325193,325193,2015,PA,450,GP-002,OCS (Other combustion source),41.02828,-78.42462,Facility,POINT (-8730188.764055979 5016513.852688412),"Pennsylvania Grain Processing, LLC",490.4209255,1570.6724236,1570.6724236,0.024689315,0.079072535,0.079072535,1,3,3,233.0,382.2447257400872,382.2447257400872,Ethyl Alcohol,Pennsylania Grain Processing LLC
822,91692,LAMBERTON,REDWOOD COUNTY,27127,CHP and/or Cogeneration Process,1005586,325193,325193,2015,MN,450,GP-SV004,OCS (Other combustion source),44.23202,-95.30027,Facility,POINT (-10608777.52886149 5501418.300588821),HIGHWATER ETHANOL LLC,204.7887272,655.87741,655.87741,0.010309701,0.033018908,0.033018908,1,3,3,233.0,382.2447257294621,382.2447257294621,Ethyl Alcohol,"HIGHWATER ETHANOL, LLC"
823,91693,Mead,SAUNDERS,31155,CHP and/or Cogeneration Process,1012036,325193,325193,2015,NE,450,GP-Energy Center,OCS (Other combustion source),41.22629371,-96.63733984,County,POINT (-10757619.46260533 5045777.452014207),Unknown,593.1006962,1899.5252026,1899.5252026,0.029858534,0.095628007,0.095628007,1,3,3,233.0,382.2447257350225,382.2447257350225,Ethyl Alcohol,AltEn LLC
824,91694,GRANITE FALLS,CHIPPEWA COUNTY,27023,CHP and/or Cogeneration Process,1002173,325193,325193,2015,MN,450,GP-SV001,OCS (Other combustion source),44.796667,-95.483333,Facility,POINT (-10629156.00880457 5589567.466036916),GRANITE FALLS ENERGY LLC,421.3695524,1349.5214043,1349.5214043,0.021213054,0.067939105,0.067939105,1,3,3,233.0,382.2447257379896,382.2447257379896,Ethyl Alcohol,"GRANITE FALLS ENERGY, LLC"
825,91695,CASSELTON,CASS COUNTY,38017,CHP and/or Cogeneration Process,1008006,325193,325193,2015,ND,450,GP-Combustion Sources,OCS (Other combustion source),46.90376,-97.25262,Facility,POINT (-10826112.13671173 5926379.378419979),THARALDSON ETHANOL PLANT I LLC,287.9958179,922.3649845,922.3649845,0.014498605,0.046434722,0.046434722,1,3,3,233.0,382.2447257490183,382.2447257490183,Ethyl Alcohol,"THARALDSON ETHANOL PLANT I, LLC"
826,91696,ROCHELLE,OGLE,17141,CHP and/or Cogeneration Process,1004276,325193,325193,2015,IL,450,CP-NG11302C1-8,OCS (Other combustion source),41.89246,-89.03439,Facility,POINT (-9911262.957889728 5144884.06085784),CHS-Rochelle,312.5697798,1001.0680785,1001.0680785,0.015735735,0.050396881,0.050396881,1,3,3,233.0,382.244725735104,382.244725735104,Ethyl Alcohol,CHS INC
827,91697,MARION,GRANT COUNTY,18053,CHP and/or Cogeneration Process,1006083,325193,325193,2015,IN,450,GP-9201,OCS (Other combustion source),40.56409,-85.72789,Facility,POINT (-9543185.06158177 4948256.106106838),"CENTRAL INDIANA ETHANOL, LLC",611.1871132,1957.4506192,1957.4506192,0.03076906,0.098544152,0.098544152,1,3,3,233.0,382.24472573484167,382.24472573484167,Ethyl Alcohol,"CENTRAL INDIANA ETHANOL, LLC"
828,91698,MONROE,GREEN COUNTY,55045,CHP and/or Cogeneration Process,1002032,325193,325193,2015,WI,450,GP-1,OCS (Other combustion source),42.59431,-89.66692,Facility,POINT (-9981675.875401199 5250424.149209733),BADGER STATE ETHANOL,47.49338992,152.10720826,152.10720826,0.002390965,0.00765755,0.00765755,1,3,3,233.0,382.2447257396005,382.2447257396005,Ethyl Alcohol,BADGER STATE ETHANOL
829,91699,UNION CITY,RANDOLPH COUNTY,18135,CHP and/or Cogeneration Process,1002882,325193,325193,2015,IN,450,GP-Natural Gas Combustion,OCS (Other combustion source),40.18686,-84.86468,Facility,POINT (-9447092.963934109 4893133.536133071),"CARDINAL ETHANOL, LLC",98.15225735,314.35249989,314.35249989,0.00494129,0.015825483,0.015825483,1,3,3,233.0,382.2447257381345,382.2447257381345,Ethyl Alcohol,"CARDINAL ETHANOL, LLC"
830,91700,HURON,BEADLE,46005,CHP and/or Cogeneration Process,1002074,325193,325193,2015,SD,450,GP-Huron - 4 units.,OCS (Other combustion source),44.374508,-98.253288,Facility,POINT (-10937505.98892486 5523582.260895559),"ABE South Dakota, LLC - Huron",591.3403905,1893.8874669,1893.8874669,0.029769915,0.095344186,0.095344186,1,3,3,233.0,382.2447257394118,382.2447257394118,Ethyl Alcohol,ADVANCED BIOENERGY LLC
